"";"X.partido_AVANTE";"X.partido_MDB";"X.partido_NOVO";"X.partido_PCdoB";"X.partido_PDT";"X.partido_PL";"X.partido_PODE";"X.partido_PP";"X.partido_PRD";"X.partido_PSB";"X.partido_PSD";"X.partido_PSDB";"X.partido_PSOL";"X.partido_PT";"X.partido_REDE";"X.partido_REPUBLICANOS";"X.partido_SOLIDARIEDADE";"X.partido_UNIÃO"
"meio";-0,1209;0,4404;-0,2358;0,3047;0,3733;-0,8752;1,3406;-0,1745;-0,0845;-0,1453;-1,0714;-0,1477;-0,674;0,9481;-0,0024;-0,2039;-0,006;0,9592
"querido";-0,0697;-0,3249;0,5706;-0,1714;0,8268;0,517;-0,0866;-0,5292;-0,0487;-0,2697;2,4757;-0,0852;-0,3886;-1,6733;-0,0014;-0,1176;-0,0035;-0,149
"animal";-0,0604;-0,2815;-0,1178;-0,1486;-0,5367;-0,7805;-0,075;-0,4586;-0,0422;-0,2337;-0,9068;-0,0738;-0,3368;8,4;-0,0012;-0,1019;-0,003;-0,4177
"sim";-0,1489;-0,272;0,3121;2,046;-0,6992;-1,163;-0,1848;1,0021;-0,104;0,4267;-0,552;-0,1818;1,4545;-0,6268;2,1677;-0,251;-0,0074;0,3962
"especial";-0,0651;0,8354;-0,1269;-0,16;1,4937;0,2551;-0,0808;-0,4939;-0,0455;-0,2517;-0,4399;1,8624;-0,3627;-0,8538;-0,0013;-0,1097;-0,0032;0,5797
"de";2,2701;0,5042;-0,7518;0,4498;-2,31;-1,7045;-0,3933;-0,3157;0,5081;1,0637;0,7682;0,8764;0,5888;0,407;-0,0141;-0,6132;-0,0352;0,2878
"sessão";-0,0697;0,2784;-0,1359;-0,1714;-0,2219;-0,9007;-0,0866;5,2869;-0,0487;-0,2697;0,7646;-0,0852;-0,3886;-0,9412;-0,0014;-0,1176;-0,0035;-0,482
"dever";-0,1302;-0,6069;0,947;0,786;-0,5773;0,304;-0,1617;0,4263;-0,091;0,5021;-0,7138;-0,1591;2,3361;-1,0304;-0,0026;-0,2196;-0,0065;0,4923
"dar";-0,2842;-0,3718;2,0807;0,6767;0,3183;-0,736;-0,3529;0,2825;-0,1986;-0,544;-0,7443;1,3512;-0,5141;0,8869;-0,0057;-0,1535;-0,0141;-0,2528
"mandato";-0,1069;-0,4984;0,4187;-0,263;3,2025;0,2329;2,4853;-0,8119;-0,0747;-0,4137;0,3458;-0,1306;-0,5961;-0,4219;-0,0021;-0,1803;-0,0053;-0,7394
"importante";0,273;-0,2641;-0,6454;1,4339;-0,273;-1,8666;1,1734;-1,6645;-0,2313;1,1722;-0,4218;0,2177;1,2868;0,4757;-0,0066;0,4398;-0,0165;-0,2182
"senhor";-0,0976;1,1008;-0,1904;-0,2401;-0,3764;0,5483;-0,1212;1,1203;-0,0682;-0,3777;0,4203;-0,1193;-0,5442;-2,3435;-0,0019;-0,1646;-0,0049;1,8495
"agricultura";-0,0511;0,3745;-0,0997;-0,1257;-0,4541;-0,6603;0,8666;0,6785;-0,0357;4,3958;-0,3022;-0,0624;-0,2849;-0,6012;-0,001;-0,0862;-0,0025;-0,3534
"orientar";-0,0651;-0,3032;-0,1269;-0,16;-0,578;-0,3524;-0,0808;9,7531;-0,0455;-0,2517;-0,9766;-0,0795;0,2471;-1,5617;2,5263;-0,1097;-0,0032;-0,4499
"tempo";-0,1675;-0,3263;-0,3266;-0,4119;0,6503;0,4987;-0,208;1,2399;2,6257;-0,2455;-1,0905;0,4252;2,396;-1,6282;-0,0033;-0,2825;-0,0083;-0,5814
"atenção";-0,079;1,3306;-0,1541;0,4428;-0,702;-0,2068;-0,0981;0,8479;-0,0552;-0,3057;-1,1861;-0,0965;0,5885;0,2528;-0,0016;-0,1332;-0,0039;0,463
"próximo";-0,1163;-0,1837;-0,2267;-0,2859;7,3264;-0,4477;0,5486;-0,8826;-0,0813;-0,4498;-1,0154;-0,142;-0,2433;-1,2569;-0,0023;-0,196;-0,0058;1,0079
"legislativo";-0,0604;0,3214;-0,1178;-0,1486;-0,1755;-0,3138;1,9122;0,5699;-0,0422;-0,2337;-0,3927;0,8061;0,7663;-1,45;-0,0012;-0,1019;-0,003;0,6271
"haver";-0,1209;-0,5635;-0,2358;-0,2973;-1,0742;1,8614;-0,1501;0,8536;-0,0845;-0,1453;0,4685;-0,1477;-0,674;0,2559;-0,0024;-0,2039;-0,006;0,2501
"vereador";-0,093;0,1998;-0,1813;0,3879;0,9953;0,9772;1,5516;-0,2753;-0,065;-0,3597;0,4636;-0,1136;-0,1698;-1,395;-0,0018;-0,1568;-0,0046;-0,6429
"respeitar";-0,0651;-0,3032;0,5963;-0,16;-0,578;7,401;-0,0808;-0,4939;-0,0455;-0,2517;-0,9766;-0,0795;0,2471;-0,8538;-0,0013;-0,1097;-0,0032;-0,4499
"bem";-0,1955;-0,1771;0,2334;-0,1535;4,9703;-0,2694;-0,2427;-0,4517;-0,1366;-0,7563;0,3635;0,3737;-0,5344;-0,6308;-0,0039;-0,3296;-0,0097;-0,7245
"parabenizar";-0,0697;-0,3249;-0,1359;-0,1714;-0,6194;-0,9007;-0,0866;-0,5292;-0,0487;-0,2697;-0,2134;1,8039;-0,3886;2,0308;-0,0014;1,5434;-0,0035;-0,149
"milícia";-0,079;-0,3682;-0,1541;-0,1943;-0,702;-0,4739;-0,0981;-0,5999;-0,0552;-0,3057;-0,5878;-0,0965;8,2821;0,4733;-0,0016;-0,1332;-0,0039;-0,5464
"mil";-0,1489;0,3321;-0,2903;0,6962;-1,3226;-1,9233;0,4601;-0,5601;-0,104;1,4089;-0,8975;-0,1818;-0,8298;5,0955;-0,003;-0,251;-0,0074;-0,4897
"milhão";-0,0511;0,3745;-0,0997;-0,1257;-0,4541;0,7947;-0,0635;-0,388;-0,0357;1,1503;-0,3022;-0,0624;-0,2849;-0,2754;-0,001;-0,0862;-0,0025;0,7393
"servidor";-0,1489;-0,6937;-0,2903;-0,3661;0,2485;-0,7001;-0,1848;-0,5601;-0,104;-0,5759;-2,2345;-0,1818;-0,8298;2,6746;-0,003;9,9327;-0,0074;-0,4897
"serviço";0,6961;-0,1379;-0,1904;-0,2401;0,5293;-1,2614;-0,1212;-0,7412;-0,0682;0,2359;-0,7966;-0,1193;-0,5442;1,5065;-0,0019;2,2303;-0,0049;0,3493
"alguma";-0,0465;0,406;-0,0906;-0,1143;-0,4128;-0,2053;0,9052;0,2548;-0,0325;-0,1798;-0,2592;-0,0568;-0,259;1,2723;-9e-04;-0,0784;-0,0023;-0,3213
"ninguém";-0,0558;-0,2599;-0,1087;0,5674;0,5262;1,235;-0,0692;0,2057;1,0664;-0,2157;0,588;-0,0681;-0,3108;-1,3384;-0,0011;-0,094;-0,0028;-0,3856
"democracia";-0,1023;-0,4767;11,237;-0,2515;-0,9088;0,2568;-0,127;-0,7765;-0,0715;-0,3957;-0,8505;-0,1249;2,1323;-0,6346;-0,002;-0,1725;-0,0051;-0,7072
"passo";-0,0511;-0,2382;-0,0997;0,5998;0,1881;-0,6603;-0,0635;0,6785;-0,0357;-0,1978;0,6657;0,8732;0,3178;-0,2754;-0,001;-0,0862;-0,0025;-0,3534
"debate";-0,0837;-0,3899;-0,1632;0,4232;0,3055;-1,081;-0,1039;-0,6352;-0,0585;-0,3237;0,2906;-0,1022;5,5062;-0,2123;-0,0017;-0,1411;-0,0042;-0,5785
"minas_gerais";-0,0837;0,6634;-0,1632;-0,2058;-0,2966;-1,081;-0,1039;-0,6352;-0,0585;-0,3237;6,0755;-0,1022;-0,4664;-0,4066;-0,0017;-0,1411;-0,0042;-0,5785
"pedido";-0,093;-0,4333;-0,1813;0,3879;-0,3493;-1,2012;-0,1154;-0,2753;-0,065;0,7135;7,4245;-0,1136;-0,5183;-1,395;-0,0018;-0,1568;-0,0046;-0,6429
"favor";-0,0837;-0,3899;-0,1632;0,4232;1,1332;-0,5161;-0,1039;0,7931;2,1111;-0,3237;0,2906;-0,1022;-0,4664;-0,7199;-0,0017;-0,1411;-0,0042;0,4308
"frente";-0,0465;-0,2165;-0,0906;-0,1143;0,2122;0,8913;-0,0577;0,7439;-0,0325;-0,1798;0,3473;-0,0568;-0,259;-0,5209;-9e-04;0,7823;-0,0023;-0,3213
"trabalhar";-0,0558;0,3465;-0,1087;-0,1371;0,5262;-0,7204;3,3451;-0,4233;-0,039;-0,2157;0,588;-0,0681;0,2914;-1,3384;-0,0011;-0,094;-0,0028;0,68
"conseguir";-0,0511;0,3745;-0,0997;-0,1257;-0,4541;0,3719;0,8666;-0,388;1,1026;-0,1978;-0,3022;-0,0624;0,3178;-0,2754;-0,001;1,8039;-0,0025;-0,3534
"amigo";-0,0558;-0,2599;-0,1087;-0,1371;1,0558;0,711;-0,0692;-0,4233;-0,039;-0,2157;0,588;-0,0681;0,8227;-0,6836;-0,0011;-0,094;-0,0028;-0,3856
"supremo";-0,0511;-0,2382;0,6881;0,5998;-0,4541;-0,6603;-0,0635;-0,388;-0,0357;-0,1978;4,6041;-0,0624;-0,2849;-0,6012;-0,001;-0,0862;-0,0025;-0,3534
"cuidar";3,8769;0,406;-0,0906;-0,1143;-0,4128;-0,6003;-0,0577;0,7439;2,6259;-0,1798;-0,6974;-0,0568;-0,259;-0,5209;-9e-04;0,7823;-0,0023;-0,3213
"ministério";-0,0604;0,3214;-0,1178;-0,1486;0,9709;-0,3138;-0,075;-0,1362;-0,0422;-0,2337;-0,3927;-0,0738;-0,3368;0,4726;-0,0012;-0,1019;-0,003;0,6271
"mundo";-0,0837;0,2273;1,2823;-0,2058;0,3055;0,7105;-0,1039;-0,6352;-0,0585;-0,3237;0,2906;-0,1022;0,553;-0,4066;-0,0017;-0,1411;-0,0042;-0,2012
"tão";-0,0697;-0,3249;-0,1359;2,2051;-0,2219;-0,9007;-0,0866;-0,1731;-0,0487;3,6414;-0,2134;-0,0852;1,2831;-1,6733;-0,0014;-0,1176;-0,0035;-0,482
"chamar";-0,093;0,1998;-0,1813;0,3879;0,9953;-0,2898;-0,1154;-0,2753;-0,065;-0,3597;1,1936;-0,1136;0,49;-0,8661;-0,0018;-0,1568;-0,0046;-0,2384
"possibilidade";-0,0511;-0,2382;-0,0997;0,5998;-0,4541;-0,6603;0,8666;2,1102;-0,0357;0,4368;0,2999;-0,0624;-0,2849;-0,2754;-0,001;-0,0862;-0,0025;-0,3534
"comunicação";-0,1815;-0,8458;-0,3539;-0,1359;0,322;-1,5121;0,3927;1,1004;-0,1268;-0,2782;3,5942;0,3982;-1,0117;-0,5017;-0,0036;-0,306;-0,009;-0,3306
"possível";-0,0744;-0,3466;-0,145;1,1979;-0,6607;-0,1815;-0,0923;-0,1925;-0,052;1,6026;0,3657;0,7241;-0,4145;0,2955;-0,0015;-0,1254;-0,0037;-0,5142
"parte";-0,0837;-0,3899;-0,1632;0,4232;-0,2966;-0,5161;-0,1039;0,3819;0,8997;0,2795;-0,6389;-0,1022;-0,1426;2,0021;-0,0017;-0,1411;-0,0042;-0,5785
"diante";-0,0465;3,0383;-0,0906;0,6358;-0,4128;0,424;-0,0577;-0,3527;-0,0325;-0,1798;0,3473;-0,0568;-0,259;-0,5209;-9e-04;-0,0784;-0,0023;-0,3213
"comissão_de_constituição_e_justiça";-0,0465;-0,2165;-0,0906;0,6358;-0,4128;-0,6003;-0,0577;2,2791;-0,0325;0,4699;-0,6974;-0,0568;1,7687;-0,5209;-9e-04;-0,0784;-0,0023;-0,3213
"deputado_federal";-0,0558;0,9476;-0,1087;-0,1371;-0,4954;1,235;-0,0692;0,2057;-0,039;-0,2157;-0,3467;-0,0681;0,8227;-1,3384;-0,0011;0,7107;-0,0028;0,2303
"maior";-0,1442;1,8001;-0,2812;0,2533;-0,6683;-0,3772;-0,179;-1,0947;0,6838;0,4441;1,4995;-0,1761;-0,8038;-0,2243;-0,0029;-0,2432;-0,0072;-0,2089
"estado";-0,4247;0,8144;-0,8281;0,3747;-1,5297;-1,7616;0,4707;-1,167;-0,2968;-0,5526;1,9133;-0,5187;-0,4113;-0,3987;-0,0084;0,6536;-0,0211;4,2147
"manutenção";-0,079;-0,3682;-0,1541;0,4428;-0,702;-0,4739;-0,0981;1,4144;-0,0552;0,2964;-0,5878;-0,0965;1,1454;0,2528;-0,0016;-0,1332;2,0452;-0,1833
"aparte";-0,0511;-0,2382;-0,0997;-0,1257;9,4438;-0,6603;-0,0635;-0,388;-0,0357;-0,1978;-0,3022;-0,0624;-0,2849;-1,2268;-0,001;-0,0862;-0,0025;-0,3534
"momento";-0,1862;0,8932;-0,363;1,0725;0,304;0,5984;0,3844;-0,77;0,5869;-0,7202;0,4187;1,0235;0,3868;-0,7772;-0,0037;-0,3139;-0,0093;-0,6762
"vida";-0,1116;0,4857;-0,2176;0,3294;0,7758;-0,7823;-0,1386;-0,3651;-0,078;0,2007;-0,2888;-0,1363;0,3889;1,1406;-0,0022;-0,1882;-0,0056;-0,7716
"criação";-0,0511;-0,2382;-0,0997;-0,1257;0,1881;-0,6603;6,7967;0,2286;-0,0357;-0,1978;-0,7672;-0,0624;-0,2849;0,65;-0,001;-0,0862;-0,0025;-0,3534
"nacional";0,6144;-0,5635;-0,2358;-0,2973;-0,2391;-0,8752;0,5342;-0,9179;0,7525;3,3082;-1,0714;-0,1477;-0,2588;-0,574;-0,0024;4,0792;-0,006;0,5499
"preso";-0,1629;-0,7589;-0,3175;-0,4005;-1,4468;12,2874;-0,2022;-0,6373;-0,1138;-0,63;-1,0415;-0,1989;-0,1741;-0,7865;-0,0032;-0,2746;-0,0081;-0,2673
"fato";-0,0604;0,8887;-0,1178;0,538;-0,5367;-0,3138;-0,075;-0,1362;-0,0422;-0,2337;1,4873;-0,0738;-0,3368;-0,7679;-0,0012;-0,1019;-0,003;0,6271
"rio_grande_do_sul";-0,0976;-0,455;-0,1904;-0,2401;2,0454;-1,2614;-0,1212;0,305;-0,0682;0,6811;2,7367;-0,1193;-0,5442;-1,4885;-0,0019;0,501;-0,0049;-0,6751
"usar";-0,0837;1,2669;-0,1632;0,4232;0,3055;0,7105;-0,1039;-0,6352;-0,0585;-0,3237;0,5648;-0,1022;-0,4664;-0,2123;-0,0017;-0,1411;-0,0042;-0,5785
"ação";-0,1163;-0,5418;-0,2267;1,5839;-0,489;-1,502;0,5486;0,5103;-0,0813;-0,4498;-0,5835;-0,142;-0,648;2,3388;-0,0023;-0,196;-0,0058;0,5816
"microfone";-0,0511;-0,2382;-0,0997;-0,1257;7,7341;-0,6603;-0,0635;-0,388;-0,0357;-0,1978;0,2999;-0,0624;-0,2849;-1,2268;-0,001;-0,0862;-0,0025;-0,3534
"desenvolvimento";-0,0511;2,8589;-0,0997;-0,1257;-0,4541;-0,2401;-0,0635;-0,388;-0,0357;1,1503;-0,3022;-0,0624;-0,2849;-0,2754;-0,001;0,7447;-0,0025;-0,3534
"em";0,9331;-0,4447;-1,0204;0,4796;-0,2492;-0,2846;0,7357;-0,9162;1,2949;-0,2823;0,3018;0,75;0,6999;-1,0513;-0,0104;0,4899;-0,026;0,7605
"tema";-0,0465;0,406;0,7252;-0,1143;1,2605;-0,6003;-0,0577;-0,3527;-0,0325;-0,1798;-0,6974;-0,0568;0,3476;0,3951;-9e-04;-0,0784;-0,0023;0,2817
"constituição_federal";-0,0837;-0,3899;-0,1632;-0,2058;-0,7434;5,6753;-0,1039;-0,2329;-0,0585;0,2795;-0,3117;-0,1022;-0,4664;-0,7199;-0,0017;-0,1411;-0,0042;-0,2012
"colega";5,3508;-0,5201;0,4044;-0,2744;1,7523;-0,4144;-0,1386;-0,8472;-0,078;0,2007;-0,5417;-0,1363;-0,6221;-0,7603;-0,0022;-0,1882;-0,0056;1,0597
"povo";-0,2749;0,8017;-0,1836;-0,6759;1,0836;-0,2995;0,2642;0,5072;-0,1921;-0,2444;-1,3022;-0,3357;-0,2578;0,4542;-0,0055;0,546;-0,0137;-0,2311
"coisa";-0,0558;0,9476;0,6546;-0,1371;-0,4954;0,3272;-0,0692;-0,4233;-0,039;-0,2157;-0,837;-0,0681;0,2914;0,9482;-0,0011;-0,094;-0,0028;0,2303
"presença";-0,093;-0,4333;-0,1813;-0,2287;0,2576;0,5973;-0,1154;0,3284;-0,065;-0,3597;1,1936;-0,1136;-0,5183;0,3136;-0,0018;-0,1568;-0,0046;-0,2384
"assunto";-0,0744;-0,3466;-0,145;-0,1829;-0,2462;0,4665;-0,0923;1,5041;-0,052;0,8683;-0,5375;-0,0908;-0,4145;0,2955;-0,0015;-0,1254;-0,0037;-0,1659
"sempre";-0,0976;1,1008;-0,1904;-0,2401;0,2369;1,8802;-0,1212;-0,7412;-0,0682;-0,3777;0,4203;-0,1193;-0,5442;-0,5745;-0,0019;-0,1646;-0,0049;0,3493
"rural";-0,1722;2,7517;-0,3357;-0,4234;-1,5296;-2,2244;-0,2138;0,2524;-0,1203;0,7256;-2,5844;-0,2103;-0,9597;5,1422;-0,0034;-0,2903;-0,0086;0,3037
